Years	Island	quadrat	plot	size	nitrogen	mowing	dist.mainland	Abutilon theophrasti	Acer sp.	Alliaria petiolata 	Alternate shrub	Amaranthus retroflexus	Ambrosia artemisiifolia	Andropogon geardii	Arabis glabra	Arctium sp.	Asclepias sp.	Asclepias tuberosa	Aster sp.	Aster ericoides	Aster novae angliae	Aster ooentangiensis	Berteroa incana	Capsella bursa pastoris	Chenopodium pumilio	Chenopodium sp.	Chrysanthemum leucanthemum	Cirsium altissimum	Cirsium arvense	Cirsium discolor	Cirsium vulgare 	Conium maculatum	Convolvulus sp.	Conyza canadensis	Coreopsis tripteris	Crepis capillaris	Cyperus esculentus	Datura stramonium	Daucus carota	Desmodium canadense	Dipsacus fullonum	Echinocystis lobata	Eleagnus angustifolia	Elymus canadensis	Eragrostis sp.	Erigeron annuus	Erigeron sp.	Erysimum cheiranthoides	Fraxinus sp.	Geum	Grass sp.1	Grass sp.2	Grass sp.3	Helanthum autumnal	Heliopsis helianthoides	Hieracium sp.	Hypericum perforatum	Lactuca canadensis	Lactuca serriola	Lapsana communis	Leonorus cardiaca	Lespedeza capitata	Liatris spicata	Lotus corniculatus	Medicago lupulina	Melilotus alba	Monarda fistulosa	Nepeta cataria	Oenothera biennis	Oxalis sp. 	Panicum virigatum	Parthenocissus quiquefolia	Plantago major	Poa pratensis	Polygonum lapathifolium 	Polygonum vine	Populus sp.	Potentilla recta	Portulaca oleracea	Prunus sp.	Pycnanthemum virginianum	Quercus sp.	Rhamnus sp.	Ritibida pinnata	Rudbeckia hirta	Rumex cripus	Schizachyrium scoparium	Securigera varia	Setaria sp.	Sisymbrium altissinum	Solanaceae	Solidago Canadensis	Solidago nemoralis	Solidago rigida	Solidago sp.	Sonchus arvenis	Sonchus asper	Sonchus sp.	Sorghastrum nutans	Sporobolus cryptandrus	Stellaria sp.	Taraxacum officinale	Tragopogon sp.	Trifolium pratense	Trifolium sp.	Triticum aestivum	Verbascum thapsus	Vicia cracca	Vitis riparia	Zea mays
2013	8	B	4	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	C	1	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	C	2	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	C	3	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	C	4	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	60	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	D	1	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	D	2	400	yes	no	224.8	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	D	3	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	D	4	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	E	1	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	E	2	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	E	3	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	8	E	4	400	yes	no	224.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	9	A	1	25	no	no	83.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	9	A	2	25	no	no	83.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2013	9	A	3	25	no	no	83.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	9	A	4	25	no	no	83.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
2013	9	D	1	25	no	no	83.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	9	D	2	25	no	no	83.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	9	D	3	25	no	no	83.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	9	D	4	25	no	no	83.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	40	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	A	1	400	no	no	177.23	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	A	2	400	no	no	177.23	0	0	0	0	0	30	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	A	3	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	A	4	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	20	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	B	1	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	B	2	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	B	3	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	40	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	B	4	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	C	1	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	40	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2013	10	C	2	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2013	10	C	3	400	no	no	177.23	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2013	10	C	4	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	D	1	400	no	no	177.23	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	D	2	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	10	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	D	3	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	D	4	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	30	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	E	1	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	E	2	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2013	10	E	3	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	10	E	4	400	no	no	177.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	5	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	11	A	1	100	no	yes	30.71	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	11	A	2	100	no	yes	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	11	A	3	100	no	yes	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	30	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	11	A	4	100	no	yes	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	30	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	11	B	1	100	no	yes	30.71	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	11	B	2	100	no	yes	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	11	B	3	100	no	yes	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	50	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	11	B	4	100	no	yes	30.71	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	11	D	1	100	no	yes	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	11	D	2	100	no	yes	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
2013	11	D	3	100	no	yes	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	80	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	11	D	4	100	no	yes	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	12	A	1	25	yes	yes	57.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	12	A	2	25	yes	yes	57.45	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	12	A	3	25	yes	yes	57.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	12	A	4	25	yes	yes	57.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
